Date,my_state,Sentiment_score
2020-03-07,FL,-0.035412849740932645
2020-03-07,GA,-0.001249999999999982
2020-03-07,HI,0.0921078260869565
2020-03-07,IA,0.04706666666666665
2020-03-07,ID,0.004510714285714293
2020-03-07,IL,0.02082436781609197
2020-03-07,IN,-0.008830208333333334
2020-03-07,KS,-0.07825289256198348
2020-03-07,KY,0.007252413793103446
2020-03-07,LA,-0.012183870967741916
2020-03-07,MA,0.05835421412300688
2020-03-07,MD,0.04516459854014603
2020-03-07,ME,0.047585576923076925
2020-03-07,MI,0.05232307692307694
2020-03-07,MN,0.006629657794676807
2020-03-07,MO,-0.0932952662721894
2020-03-07,MS,0.0041179487179487115
2020-03-07,MT,-0.17662380952380946
2020-03-07,NC,0.024675423728813563
2020-03-07,ND,0.22041111111111114
2020-03-07,NE,0.01631875
2020-03-07,NH,0.1434219512195122
2020-03-07,NJ,-0.06364331210191082
2020-03-07,NM,-0.04782000000000001
2020-03-07,NV,0.00016569767441859996
2020-03-07,NY,0.009616766467065876
2020-03-07,OH,-0.030649526813880112
2020-03-07,OK,-0.050093600000000016
2020-03-07,OR,-0.01382442159383034
2020-03-07,PA,-0.01054999999999999
2020-03-07,RI,0.10396486486486486
2020-03-07,SC,0.11351698113207545
2020-03-07,SD,-0.30272777777777776
2020-03-07,TN,-0.0033765624999999976
2020-03-07,TX,-0.015229561671763479
2020-03-07,UT,0.027986746987951804
2020-03-07,VA,-0.024844141689373284
2020-03-07,VT,0.09453928571428569
2020-03-07,WA,0.032591117478510005
2020-03-07,WI,0.023226495726495728
2020-03-07,WV,0.03083055555555552
2020-03-07,WY,0.04914444444444445
2020-03-08,AK,0.10838043478260868
2020-03-08,AL,0.02293412698412698
2020-03-08,AR,0.04159814814814814
2020-03-08,AZ,-0.0358133333333333
2020-03-08,CA,0.004912929292929294
2020-03-08,CO,0.061717630057803514
2020-03-08,CT,0.019496575342465742
2020-03-08,DE,0.03243222222222222
2020-03-08,FL,-0.011550320924261852
2020-03-08,GA,0.038873851590106
2020-03-08,HI,-0.05115084745762713
2020-03-08,IA,0.025807865168539335
2020-03-08,ID,0.07746666666666667
2020-03-08,IL,0.010579104477611944
2020-03-08,IN,-0.07103655737704916
2020-03-08,KS,0.05496466165413534
2020-03-08,KY,-0.04091205673758864
2020-03-08,LA,0.004728994082840247
2020-03-08,MA,0.06097223529411772
2020-03-08,MD,0.07484468864468867
2020-03-08,ME,0.0054448275862068905
2020-03-08,MI,-0.007955329949238588
2020-03-08,MN,0.02784417475728154
2020-03-08,MO,0.09192730923694784
2020-03-08,MS,0.057483333333333345
2020-03-08,MT,0.0011452380952380655
2020-03-08,NC,-0.04447462686567166
2020-03-08,ND,0.038188888888888876
2020-03-08,NE,-0.01505154639175258
2020-03-08,NH,0.17952857142857143
2020-03-08,NJ,0.010769747899159665
2020-03-08,NM,0.1282666666666667
2020-03-08,NV,0.07575585585585583
2020-03-08,NY,0.01762270916334661
2020-03-08,OH,-0.013942123287671224
2020-03-08,OK,-0.053474725274725285
2020-03-08,OR,0.0024915000000000098
2020-03-08,PA,-0.027628854625550675
2020-03-08,RI,0.16224999999999998
2020-03-08,SC,0.08324383561643836
2020-03-08,SD,0.04531
2020-03-08,TN,-0.043718410041841016
2020-03-08,TX,-0.025371462829736204
2020-03-08,UT,-0.018006060606060602
2020-03-08,VA,0.024256834532374105
2020-03-08,VT,0.09052222222222223
2020-03-08,WA,0.04898318318318321
2020-03-08,WI,-0.053451304347826085
2020-03-08,WV,-0.03445200000000002
2020-03-08,WY,0.08601249999999998
2020-03-09,AK,-0.012105970149253744
2020-03-09,AL,-0.09018102766798418
2020-03-09,AR,0.005011009174311937
2020-03-09,AZ,-0.01403312757201644
2020-03-09,CA,-0.006106342015855026
2020-03-09,CO,0.007617654808959174
2020-03-09,CT,-0.012120629370629363
2020-03-09,DE,-0.06767300613496932
2020-03-09,FL,-0.03377793148880105
2020-03-09,GA,0.025711764705882392
2020-03-09,HI,0.060283766233766266
2020-03-09,IA,0.016339406779661017
2020-03-09,ID,0.08192409638554217
2020-03-09,IL,-0.014558523344191093
2020-03-09,IN,-0.000823454699407283
2020-03-09,KS,0.0036387543252594913
2020-03-09,KY,0.07166931216931217
2020-03-09,LA,-0.026764070351758835
2020-03-09,MA,0.025270374574347346
2020-03-09,MD,0.012917550274223085
2020-03-09,ME,-0.047679532163742704
2020-03-09,MI,-0.0017609243697478934
2020-03-09,MN,-0.058675968992248057
2020-03-09,MO,-0.03793877118644068
2020-03-09,MS,-0.025232394366197192
2020-03-09,MT,0.03645151515151513
2020-03-09,NC,-0.006989937106918237
2020-03-09,ND,0.07153666666666668
2020-03-09,NE,0.05350366492146592
2020-03-09,NH,-0.022007954545454532
2020-03-09,NJ,-0.034119287833827866
2020-03-09,NM,-0.047858139534883735
2020-03-09,NV,-0.0034441406249999954
2020-03-09,NY,-0.006555263157894736
2020-03-09,OH,-0.0027454193548387337
2020-03-09,OK,-0.059735227272727294
2020-03-09,OR,0.016927514792899407
2020-03-09,PA,-0.013515563839701763
2020-03-09,RI,0.05563484848484851
2020-03-09,SC,-0.02747030303030303
2020-03-09,SD,-0.018447058823529414
2020-03-09,TN,-0.01055032537960953
2020-03-09,TX,0.009500643086816711
2020-03-09,UT,-0.009215384615384617
2020-03-09,VA,0.022604497354497356
2020-03-09,VT,0.14572249999999995
2020-03-09,WA,0.027985367928540925
2020-03-09,WI,-0.04747277486910993
2020-03-09,WV,0.06198510638297873
2020-03-09,WY,-0.06778695652173913
2020-03-10,AK,0.08222874999999999
2020-03-10,AL,-0.01099756097560976
2020-03-10,AR,0.06816285714285712
2020-03-10,AZ,-0.023495008912655987
2020-03-10,CA,0.014544466936572187
2020-03-10,CO,0.024937447257383963
2020-03-10,CT,0.007783614457831319
2020-03-10,DE,-0.00014342105263157314
2020-03-10,FL,-0.0053034890965732
2020-03-10,GA,-0.009878811659192821
2020-03-10,HI,0.03516573426573426
2020-03-10,IA,0.029868013468013484
2020-03-10,ID,-0.05964646464646463
2020-03-10,IL,0.015459621993127115
2020-03-10,IN,0.013427610872675293
2020-03-10,KS,-0.013101079136690641
2020-03-10,KY,0.029572169811320735
2020-03-10,LA,0.027573594132029318
2020-03-10,MA,0.06074081469648544
2020-03-10,MD,0.06916715758468324
2020-03-10,ME,-0.023290404040404045
2020-03-10,MI,-0.009108032786885227
2020-03-10,MN,0.0031846034214618973
2020-03-10,MO,-0.01590388601036269
2020-03-10,MS,-0.10799677419354838
2020-03-10,MT,-0.005245714285714297
2020-03-10,NC,0.01497709923664123
2020-03-10,ND,0.0432275
2020-03-10,NE,0.12141492537313438
2020-03-10,NH,-0.00022100000000001952
2020-03-10,NJ,-0.007786680761099371
2020-03-10,NM,-0.038964935064935056
2020-03-10,NV,0.04955218855218855
2020-03-10,NY,0.02988457031249988
2020-03-10,OH,0.015619100236779796
2020-03-10,OK,-0.02702355371900827
2020-03-10,OR,0.019135552407932018
2020-03-10,PA,0.018937597911227202
2020-03-10,RI,0.10467666666666667
2020-03-10,SC,0.09307014925373139
2020-03-10,SD,0.03893333333333334
2020-03-10,TN,-0.013954148471615737
2020-03-10,TX,-0.000798880778588854
2020-03-10,UT,0.008296085409252685
2020-03-10,VA,0.010400440044004382
2020-03-10,VT,0.0807901639344262
2020-03-10,WA,0.04992678442682042
2020-03-10,WI,-0.05667967289719625
2020-03-10,WV,-0.02662456140350877
2020-03-10,WY,0.10766842105263161
2020-03-11,AK,-0.02993065693430657
2020-03-11,AL,0.03490052356020941
2020-03-11,AR,0.08501714285714279
2020-03-11,AZ,-0.01513958620689655
2020-03-11,CA,0.028647118055555667
2020-03-11,CO,0.08320721030042905
2020-03-11,CT,0.09042158671586709
2020-03-11,DE,-0.010613538461538468
2020-03-11,FL,0.023206069227121907
2020-03-11,GA,0.061068535262206146
2020-03-11,HI,-0.016982872928176802
2020-03-11,IA,0.05902138613861389
2020-03-11,ID,0.030259055118110237
2020-03-11,IL,0.02939355040701314
2020-03-11,IN,0.02554627895515034
2020-03-11,KS,0.040747654320987675
2020-03-11,KY,0.05314884105960266
2020-03-11,LA,0.04587522388059701
2020-03-11,MA,0.060485277136258606
2020-03-11,MD,0.05379265033407578
2020-03-11,ME,0.0204056
2020-03-11,MI,0.051059513274336304
2020-03-11,MN,0.056004452054794505
2020-03-11,MO,0.02820030120481929
2020-03-11,MS,0.0320551282051282
2020-03-11,MT,0.1392879310344828
2020-03-11,NC,0.060590380047505964
2020-03-11,ND,0.05240847457627117
2020-03-11,NE,0.06835694822888283
2020-03-11,NH,0.033749579831932754
2020-03-11,NJ,0.06287454873646213
2020-03-11,NM,0.05438791208791207
2020-03-11,NV,0.009917302798982182
2020-03-11,NY,0.02538683818046231
2020-03-11,OH,0.01502326968973741
2020-03-11,OK,0.02123517441860463
2020-03-11,OR,0.03247447698744769
2020-03-11,PA,0.06633709775349124
2020-03-11,RI,0.038959055118110215
2020-03-11,SC,0.062423220973782764
2020-03-11,SD,0.08090000000000001
2020-03-11,TN,0.025680677540777914
2020-03-11,TX,0.024199842964824084
2020-03-11,UT,-0.010262972972972984
2020-03-11,VA,0.03817062445030784
2020-03-11,VT,0.1515276119402986
2020-03-11,WA,0.042562547472976844
2020-03-11,WI,0.056307563025210096
2020-03-11,WV,0.059056338028168995
2020-03-11,WY,0.044721428571428586
2020-03-12,AK,0.05433575129533682
2020-03-12,AL,0.06641869158878494
2020-03-12,AR,0.051369000000000005
2020-03-12,AZ,0.01835138620245004
2020-03-12,CA,0.04454181237390689
2020-03-12,CO,0.06799873471109234
2020-03-12,CT,0.03805590118938702
2020-03-12,DE,0.03531396957123098
2020-03-12,FL,0.04779839100727363
2020-03-12,GA,0.038180716660509796
2020-03-12,HI,0.06860106382978724
2020-03-12,IA,0.06449935205183577
2020-03-12,ID,0.0414501766784452
2020-03-12,IL,0.05851864795918357
2020-03-12,IN,0.040486244841815795
2020-03-12,KS,0.031315088529638116
2020-03-12,KY,0.0519228143213989
2020-03-12,LA,0.036297525083612024
2020-03-12,MA,0.0922296549580352
2020-03-12,MD,0.09938284080076262
2020-03-12,ME,0.051461886304909485
2020-03-12,MI,0.05261963369963365
2020-03-12,MN,0.06221562499999998
2020-03-12,MO,0.0511821428571429
2020-03-12,MS,0.05234524714828902
2020-03-12,MT,0.0021124087591240788
2020-03-12,NC,0.07341215130023641
2020-03-12,ND,0.05745868263473054
2020-03-12,NE,0.07139454022988509
2020-03-12,NH,0.14843091787439616
2020-03-12,NJ,0.08268537005163504
2020-03-12,NM,0.03694757281553395
2020-03-12,NV,0.03274821852731592
2020-03-12,NY,0.06110076857386818
2020-03-12,OH,0.07834604820627801
2020-03-12,OK,0.06346214592274686
2020-03-12,OR,0.0431179273084479
2020-03-12,PA,0.05931293217207706
2020-03-12,RI,0.09884058577405856
2020-03-12,SC,0.056552968036529684
2020-03-12,SD,0.09246037735849055
2020-03-12,TN,0.039043480466768025
2020-03-12,TX,0.040032753863134485
2020-03-12,UT,0.0922094051446947
2020-03-12,VA,0.0612209903917222
2020-03-12,VT,0.004290259740259741
2020-03-12,WA,0.0623202924770085
2020-03-12,WI,0.05097681159420301
2020-03-12,WV,0.0981393442622951
2020-03-12,WY,0.0294410447761194
2020-03-13,AK,0.07417538940809974
2020-03-13,AL,0.06271054882394868
2020-03-13,AR,0.06334247787610615
2020-03-13,AZ,0.043076357652221564
2020-03-13,CA,0.07272270964962632
2020-03-13,CO,0.07581116965226571
2020-03-13,CT,0.12301539721539718
2020-03-13,DE,0.05554765342960282
2020-03-13,FL,0.08683959381739721
2020-03-13,GA,0.07552678571428566
2020-03-13,HI,0.05736099137931036
2020-03-13,IA,0.06845710116731506
2020-03-13,ID,0.04486771844660194
2020-03-13,IL,0.07466069977426626
2020-03-13,IN,0.05548347663551387
2020-03-13,KS,0.06906121091151017
2020-03-13,KY,0.07544933628318583
2020-03-13,LA,0.07250208216094538
2020-03-13,MA,0.11184606421543228
2020-03-13,MD,0.09703096578605469
2020-03-13,ME,0.09404820051413876
2020-03-13,MI,0.08872229769639677
2020-03-13,MN,0.07869871434310971
2020-03-13,MO,0.043659374999999945
2020-03-13,MS,0.101748948374761
2020-03-13,MT,0.07199802259887013
2020-03-13,NC,0.09033090128755394
2020-03-13,ND,0.13070384615384617
2020-03-13,NE,0.10716659090909085
2020-03-13,NH,0.1559543859649122
2020-03-13,NJ,0.12587401676337895
2020-03-13,NM,0.03474454545454546
2020-03-13,NV,0.04238282025819264
2020-03-13,NY,0.07889328673365383
2020-03-13,OH,0.0869845198279985
2020-03-13,OK,0.06094939999999994
2020-03-13,OR,0.07502344559585498
2020-03-13,PA,0.09421600365797851
2020-03-13,RI,0.130497628458498
2020-03-13,SC,0.09000216284987268
2020-03-13,SD,0.12165692307692309
2020-03-13,TN,0.06502987364620927
2020-03-13,TX,0.06539107179592712
2020-03-13,UT,0.07863646616541342
2020-03-13,VA,0.09667749406175746
2020-03-13,VT,0.06588972602739729
2020-03-13,WA,0.08833217183136079
2020-03-13,WI,0.09311175771971514
2020-03-13,WV,0.08683509234828501
2020-03-13,WY,0.07783900709219857
2020-03-14,AK,-0.013801851851851855
2020-03-14,AL,0.09419161205766718
2020-03-14,AR,0.0456241095890411
2020-03-14,AZ,0.046789044697633723
2020-03-14,CA,0.0719560732684598
2020-03-14,CO,0.0903824619457311
2020-03-14,CT,0.14443202511773903
2020-03-14,DE,0.027436902485659668
2020-03-14,FL,0.05212116271916341
2020-03-14,GA,0.07029834710743806
2020-03-14,HI,0.07687573099415206
2020-03-14,IA,0.08739463917525771
2020-03-14,ID,0.01098804780876494
2020-03-14,IL,0.10075060827250615
2020-03-14,IN,0.03229928131416829
2020-03-14,KS,0.05070474198047418
2020-03-14,KY,0.0966280575539568
2020-03-14,LA,0.06098638297872337
2020-03-14,MA,0.11207799671592783
2020-03-14,MD,0.10196744995648394
2020-03-14,ME,0.04390579064587977
2020-03-14,MI,0.09387251069028725
2020-03-14,MN,0.11278569131832772
2020-03-14,MO,0.07400509413067549
2020-03-14,MS,0.047365094339622625
2020-03-14,MT,0.04375037878787876
2020-03-14,NC,0.1124112994350283
2020-03-14,ND,0.1010223529411765
2020-03-14,NE,0.10454675925925914
2020-03-14,NH,0.10413168316831685
2020-03-14,NJ,0.09174664179104461
2020-03-14,NM,0.03461806722689076
2020-03-14,NV,0.11009876923076913
2020-03-14,NY,0.07478860759493691
2020-03-14,OH,0.0897444444444445
2020-03-14,OK,0.07543602584814224
2020-03-14,OR,0.06368111025443322
2020-03-14,PA,0.09942041884816748
2020-03-14,RI,0.05904586466165414
2020-03-14,SC,0.06945900783289818
2020-03-14,SD,0.09101176470588239
2020-03-14,TN,0.039647860962566825
2020-03-14,TX,0.07777561747941697
2020-03-14,UT,0.0931111821086261
2020-03-14,VA,0.05303693864642629
2020-03-14,VT,0.14200949999999998
2020-03-14,WA,0.0870112776025236
2020-03-14,WI,0.06247524219590944
2020-03-14,WV,0.11922841530054658
2020-03-14,WY,0.02375375
2020-03-15,AK,-0.09299708029197079
2020-03-15,AL,0.05157432258064518
2020-03-15,AR,0.021698223350253797
2020-03-15,AZ,0.02607254901960789
2020-03-15,CA,0.052765540366262034
2020-03-15,CO,0.0855492557510148
2020-03-15,CT,0.09302780656303979
2020-03-15,DE,0.05983287671232876
2020-03-15,FL,0.04686078431372543
2020-03-15,GA,0.045632227488151676
2020-03-15,HI,0.06039353612167305
2020-03-15,IA,0.06619135135135136
2020-03-15,ID,0.0720370656370657
2020-03-15,IL,0.05649502572898787
2020-03-15,IN,0.029953109500190808
2020-03-15,KS,0.06143053311793223
2020-03-15,KY,0.09140167173252284
2020-03-15,LA,0.037127704194260536
2020-03-15,MA,0.09285371273712728
2020-03-15,MD,0.052743957115009725
2020-03-15,ME,0.05009842696629215
2020-03-15,MI,0.090039098740888
2020-03-15,MN,0.08811140408701372
2020-03-15,MO,0.07339143686502171
